Sample	Population code	Population	Superpopulation code	Superpopulation	Source	Latitude	Longitude	Region	Sample Alias	Country	Town	Single_Ancestry
HG00613	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00614	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00619	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00620	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00622	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00623	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00625	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00626	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00628	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00629	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00631	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00632	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00634	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00637	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG00638	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG00640	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG00641	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG00650	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00651	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00653	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00654	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00656	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00657	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00662	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00663	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00671	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00672	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00674	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00675	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00683	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00684	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00689	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00690	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00692	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00693	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00698	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00699	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00701	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00704	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00705	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00707	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00708	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00717	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00728	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00729	CHS	Southern Han Chinese	EAS	East Asian	1kG	25.9	118.3	Hu Nan and Fu Jian Provinces				1
HG00731	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG00732	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG00734	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG00736	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG00737	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG00739	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG00740	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG00742	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG00743	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG00759	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG00766	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG00844	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG00851	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG00864	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG00867	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG00879	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG00881	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG00956	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG00978	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG00982	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG01028	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG01029	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG01031	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG01046	CDX	Dai Chinese	EAS	East Asian	1kG	22.000302	100.79837	"Xishuangbanna, Yunnan, China"				1
HG01047	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01048	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01049	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01051	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01052	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01054	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01055	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01058	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01060	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01061	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01063	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01064	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01066	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01067	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01069	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01070	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01072	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01073	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01075	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01077	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01079	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01080	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01082	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01083	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01085	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01086	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01088	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01089	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01092	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01094	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01095	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01097	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01098	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01101	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01102	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01104	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01105	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01107	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01108	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01110	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01111	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01112	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01113	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01119	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01121	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01122	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01124	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01125	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01130	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01131	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01133	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01134	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01136	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01137	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01139	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01140	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01142	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01148	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01149	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01161	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01162	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01164	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01167	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01168	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01170	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01171	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01173	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01174	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01176	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01177	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01182	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01183	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01187	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01188	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01190	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01191	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01197	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01198	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01200	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01204	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01205	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01241	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01242	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01247	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01248	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01250	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01251	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01253	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01254	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01256	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01257	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01259	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01260	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01269	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01271	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01272	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01275	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01277	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01280	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01281	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01284	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01286	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01302	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01303	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01305	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01308	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01311	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01312	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01323	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01325	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01326	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01334	GBR	British	EUR	European	1kG	54.00366	-2.547855	Cornwall and Kent (England) and Orkney and Argyll & Bute (Scotland)				1
HG01341	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01342	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01344	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01345	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01348	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01350	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01351	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01353	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01354	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01356	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01357	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01359	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01360	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01362	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01363	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01365	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01366	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01369	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01372	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01374	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01375	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01377	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01378	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01383	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01384	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01389	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01390	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01392	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01393	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01395	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01396	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01398	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01402	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01403	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01405	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01412	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01413	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01414	PUR	Puerto Rican	AMR	American	1kG	18.22813055	-66.47307604					0
HG01431	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01432	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01435	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01437	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01438	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01440	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01441	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01443	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01444	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01447	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01455	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01456	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01459	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01461	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01462	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01464	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01465	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01468	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01474	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01479	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01485	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01486	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01488	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
HG01489	CLM	Colombian	AMR	American	1kG	6.230833	-75.590556	"Medellin, Colombia"				0
